Date, Open, High, Low, Close, Volume
12/29/23, 16.85, 16.85, 16.85, 16.85, 1000
12/20/23, 16.75, 16.75, 16.75, 16.75, 100
12/19/23, 16.75, 16.85, 16.75, 16.75, 600
12/13/23, 16.75, 16.75, 16.75, 16.75, 200
12/07/23, 15.30, 15.30, 15.30, 15.30, 100
12/05/23, 16.95, 16.95, 16.95, 16.95, 200
12/04/23, 17.00, 17.00, 17.00, 17.00, 100
12/01/23, 16.20, 17.00, 16.20, 16.45, 300
11/29/23, 16.00, 16.00, 16.00, 16.00, 200
11/28/23, 16.10, 16.10, 16.10, 16.10, 100
11/27/23, 16.70, 16.70, 16.70, 16.70, 1000
11/24/23, 16.70, 16.70, 16.70, 16.70, 1200
11/22/23, 15.20, 15.20, 15.20, 15.20, 200
11/20/23, 15.20, 15.20, 15.20, 15.20, 300
11/17/23, 15.20, 15.20, 15.20, 15.20, 100
11/16/23, 15.20, 15.20, 15.20, 15.20, 100
11/10/23, 16.00, 16.00, 15.10, 15.20, 1100
11/09/23, 15.90, 15.90, 15.90, 15.90, 100
11/08/23, 15.90, 15.90, 15.85, 15.90, 200
10/30/23, 14.50, 14.50, 14.50, 14.50, 200
10/27/23, 15.50, 15.50, 15.50, 15.50, 100
10/26/23, 15.00, 15.00, 14.50, 15.00, 3600
10/25/23, 13.50, 15.00, 13.50, 14.50, 600
10/24/23, 15.00, 15.00, 15.00, 15.00, 200
10/23/23, 15.00, 15.00, 15.00, 15.00, 100
10/19/23, 15.00, 15.00, 15.00, 15.00, 200
10/18/23, 15.00, 15.00, 14.00, 14.95, 1500
10/17/23, 15.00, 15.00, 15.00, 15.00, 2100
10/16/23, 14.50, 14.50, 13.50, 14.00, 200
10/13/23, 15.00, 15.00, 15.00, 15.00, 100
10/12/23, 15.50, 15.50, 15.00, 15.10, 600
10/09/23, 15.50, 15.50, 15.50, 15.50, 700
10/05/23, 17.00, 17.00, 17.00, 17.00, 200
10/04/23, 17.10, 17.10, 17.10, 17.10, 100
09/29/23, 17.50, 17.50, 17.50, 17.50, 100
09/27/23, 17.50, 17.50, 17.50, 17.50, 200
09/22/23, 18.80, 18.80, 17.50, 18.15, 200
09/21/23, 18.80, 18.80, 18.80, 18.80, 200
09/19/23, 18.80, 18.80, 18.80, 18.80, 400
09/15/23, 18.10, 18.10, 18.10, 18.10, 100
09/13/23, 18.80, 18.80, 17.50, 18.15, 200
09/12/23, 18.50, 18.50, 18.50, 18.50, 600
09/07/23, 17.80, 18.50, 17.80, 18.10, 1000
09/06/23, 17.80, 17.80, 17.80, 17.80, 200
08/31/23, 16.95, 16.95, 16.95, 16.95, 100
08/30/23, 17.00, 17.00, 17.00, 17.00, 1900
08/28/23, 18.20, 18.20, 18.20, 18.20, 100
08/23/23, 18.20, 18.20, 18.20, 18.20, 100
08/22/23, 17.25, 17.25, 16.70, 16.75, 3200
08/21/23, 17.00, 17.50, 17.00, 17.25, 200
08/18/23, 18.00, 18.00, 18.00, 18.00, 200
08/16/23, 18.00, 18.00, 18.00, 18.00, 200
08/15/23, 18.50, 18.50, 16.70, 17.00, 600
08/14/23, 18.50, 18.50, 18.50, 18.50, 300
08/10/23, 17.00, 17.00, 17.00, 17.00, 200
08/09/23, 16.90, 18.75, 16.90, 17.85, 400
08/08/23, 18.75, 18.75, 18.75, 18.75, 400
08/07/23, 18.70, 18.90, 18.70, 18.75, 300
08/03/23, 17.20, 17.20, 17.20, 17.20, 200
07/28/23, 16.00, 17.60, 15.50, 15.65, 1800
07/27/23, 16.20, 16.20, 16.00, 16.00, 2100
07/25/23, 17.00, 17.00, 15.80, 16.95, 2100
07/24/23, 17.20, 17.20, 17.20, 17.20, 3000
07/20/23, 18.70, 18.70, 18.70, 18.70, 200
07/18/23, 18.45, 18.45, 18.45, 18.45, 100
07/17/23, 18.45, 18.45, 18.45, 18.45, 400
07/14/23, 18.55, 18.55, 18.50, 18.55, 300
07/13/23, 17.95, 17.95, 16.20, 16.90, 500
07/12/23, 18.00, 18.00, 18.00, 18.00, 200
07/07/23, 18.50, 19.20, 18.50, 18.60, 800
07/06/23, 18.20, 18.20, 18.20, 18.20, 500
07/05/23, 15.75, 16.75, 15.75, 16.60, 600
06/30/23, 15.30, 15.30, 15.30, 15.30, 1000
06/29/23, 15.50, 15.50, 15.30, 15.30, 8500
06/26/23, 17.00, 17.00, 17.00, 17.00, 4000
