Date, Open, High, Low, Close, Volume
07/03/18, 3.35, 3.35, 3.20, 3.35, 1486700
07/02/18, 3.05, 3.35, 3.05, 3.05, 17821100
06/29/18, 3.05, 3.10, 2.90, 3.05, 346200
06/28/18, 2.85, 2.90, 2.85, 2.85, 1097000
06/27/18, 2.75, 2.80, 2.70, 2.75, 417700
06/26/18, 2.70, 2.85, 2.70, 2.70, 188300
06/25/18, 2.80, 2.90, 2.80, 2.80, 115000
06/22/18, 2.70, 2.90, 2.70, 2.70, 4395700
06/21/18, 2.85, 2.90, 2.80, 2.85, 204400
06/20/18, 2.80, 2.90, 2.75, 2.80, 266700
06/19/18, 2.95, 3.00, 2.90, 2.95, 171800
06/18/18, 2.95, 3.00, 2.95, 2.95, 743000
06/14/18, 2.75, 3.00, 2.75, 2.75, 5791600
06/13/18, 2.75, 3.00, 2.75, 2.75, 2097300
06/12/18, 2.75, 2.90, 2.75, 2.75, 1376800
06/11/18, 2.70, 3.00, 2.70, 2.70, 13105100
06/08/18, 2.75, 2.85, 2.60, 2.75, 261200
06/07/18, 2.60, 2.80, 2.60, 2.60, 6411100
06/06/18, 2.60, 2.80, 2.55, 2.60, 131600
06/05/18, 2.65, 2.80, 2.40, 2.65, 210200
06/04/18, 2.55, 3.00, 2.45, 2.55, 1261200
05/31/18, 2.90, 3.20, 2.85, 2.90, 3543700
05/30/18, 2.95, 2.95, 2.95, 2.95, 5524800
05/29/18, 2.70, 2.80, 2.55, 2.70, 3552700
05/28/18, 2.55, 2.90, 2.55, 2.55, 7462200
05/25/18, 2.70, 2.95, 2.70, 2.70, 6044900
05/24/18, 3.00, 3.30, 3.00, 3.00, 9627300
05/23/18, 3.30, 3.65, 3.30, 3.30, 2496000
05/22/18, 3.65, 4.05, 3.65, 3.65, 384500
05/21/18, 4.05, 4.50, 4.05, 4.05, 53900
05/18/18, 4.50, 5.40, 4.50, 4.50, 1892100
05/17/18, 4.95, 6.00, 4.95, 4.95, 228200
05/16/18, 5.50, 5.90, 5.25, 5.50, 132700
05/15/18, 5.80, 6.50, 5.65, 5.80, 229400
05/14/18, 6.25, 6.50, 6.00, 6.25, 94700
05/11/18, 6.25, 6.65, 6.05, 6.25, 15700
05/10/18, 6.05, 7.00, 5.85, 6.05, 157800
05/09/18, 6.45, 7.00, 6.30, 6.45, 171600
05/08/18, 7.00, 7.70, 6.75, 7.00, 662500
05/07/18, 7.45, 7.90, 7.30, 7.45, 97400
05/04/18, 7.95, 8.00, 7.80, 7.95, 8500
05/03/18, 7.50, 8.00, 7.50, 7.50, 120400
05/02/18, 7.70, 7.70, 7.70, 7.70, 407400
04/30/18, 7.70, 8.00, 7.20, 7.70, 43000
04/27/18, 7.40, 7.70, 7.20, 7.40, 25700
04/26/18, 7.30, 7.65, 6.90, 7.30, 46400
04/25/18, 7.10, 7.40, 6.95, 7.10, 68700
04/24/18, 7.50, 7.70, 7.30, 7.50, 14300
04/23/18, 7.80, 7.90, 7.25, 7.80, 8100
04/20/18, 7.25, 7.60, 7.20, 7.25, 220900
04/19/18, 7.65, 8.00, 7.50, 7.65, 27500
04/18/18, 8.00, 8.25, 8.00, 8.00, 56800
04/17/18, 8.00, 8.20, 7.55, 8.00, 31400
04/16/18, 8.10, 8.25, 8.00, 8.10, 6900
04/13/18, 8.05, 8.30, 8.00, 8.05, 1600
04/12/18, 8.05, 8.35, 8.00, 8.05, 89400
04/11/18, 8.10, 8.35, 8.10, 8.10, 148700
04/10/18, 8.35, 8.45, 8.30, 8.35, 18200
04/09/18, 8.10, 8.50, 8.10, 8.10, 214100
04/06/18, 8.40, 8.65, 8.20, 8.40, 56400
04/05/18, 8.55, 8.80, 7.55, 8.55, 20100
04/04/18, 8.15, 8.85, 8.10, 8.15, 289500
04/03/18, 8.35, 8.70, 8.25, 8.35, 748700
03/29/18, 8.25, 8.70, 8.10, 8.25, 185600
03/28/18, 8.05, 8.70, 8.00, 8.05, 142200
03/27/18, 8.10, 8.80, 8.00, 8.10, 684200
03/26/18, 8.20, 9.00, 8.10, 8.20, 588700
03/23/18, 8.95, 9.50, 8.60, 8.95, 13900
03/22/18, 9.30, 10.00, 9.00, 9.30, 55400
03/21/18, 9.50, 9.50, 9.30, 9.50, 15200
03/20/18, 9.60, 10.00, 9.50, 9.60, 32900
03/19/18, 9.85, 10.05, 9.75, 9.85, 45100
03/16/18, 10.15, 10.35, 10.05, 10.15, 11100
03/15/18, 10.30, 10.40, 10.15, 10.30, 29900
03/14/18, 10.15, 10.50, 10.00, 10.15, 13300
03/13/18, 10.50, 11.00, 10.50, 10.50, 51300
03/12/18, 10.50, 10.70, 10.50, 10.50, 13000
03/09/18, 10.95, 11.60, 10.60, 10.95, 43100
03/08/18, 10.60, 10.85, 10.50, 10.60, 80700
03/07/18, 10.85, 11.50, 10.50, 10.85, 267600
03/06/18, 11.30, 11.30, 11.30, 11.30, 4800
03/05/18, 11.20, 11.50, 11.10, 11.20, 25900
03/02/18, 11.25, 11.90, 11.10, 11.25, 16093900
03/01/18, 11.25, 11.25, 11.25, 11.25, 6000
02/28/18, 11.25, 11.50, 11.20, 11.25, 21200
02/27/18, 11.25, 11.90, 11.10, 11.25, 23000
02/26/18, 11.15, 11.25, 11.05, 11.15, 37400
02/23/18, 11.35, 11.90, 11.00, 11.35, 55200
02/22/18, 11.85, 12.00, 11.80, 11.85, 5100
02/21/18, 11.90, 12.20, 11.90, 11.90, 20700
02/20/18, 11.95, 12.00, 11.90, 11.95, 58300
02/19/18, 12.00, 12.20, 11.90, 12.00, 55200
02/16/18, 12.00, 12.20, 12.00, 12.00, 85500
02/15/18, 12.20, 12.40, 12.20, 12.20, 17500
02/14/18, 12.30, 12.40, 12.20, 12.30, 6400
02/13/18, 12.00, 12.50, 11.70, 12.00, 124800
02/12/18, 12.40, 12.60, 12.30, 12.40, 7100
02/09/18, 12.30, 12.35, 12.30, 12.30, 4400
02/08/18, 12.35, 12.40, 12.25, 12.35, 6000
02/07/18, 12.50, 12.85, 12.25, 12.50, 22600
02/06/18, 12.60, 12.80, 12.50, 12.60, 152700
02/05/18, 12.40, 12.85, 12.25, 12.40, 14200
02/02/18, 12.60, 12.90, 12.50, 12.60, 12300
02/01/18, 12.85, 12.90, 12.70, 12.85, 81200
01/30/18, 12.90, 12.90, 12.90, 12.90, 4000
01/29/18, 12.95, 12.95, 12.85, 12.95, 30900
01/26/18, 12.65, 12.70, 12.50, 12.65, 28600
01/25/18, 12.70, 12.90, 12.50, 12.70, 18400
01/24/18, 12.95, 13.00, 12.95, 12.95, 4400
01/23/18, 13.00, 13.00, 13.00, 13.00, 43000
01/22/18, 13.00, 13.00, 12.70, 13.00, 20300
01/19/18, 13.00, 13.40, 13.00, 13.00, 5500
01/18/18, 12.45, 13.45, 12.25, 12.45, 106100
01/17/18, 13.35, 13.45, 13.05, 13.35, 10400
01/16/18, 13.30, 13.40, 13.20, 13.30, 7700
01/15/18, 13.20, 13.45, 13.05, 13.20, 3300
01/12/18, 13.45, 13.50, 13.10, 13.45, 32100
01/11/18, 13.30, 13.55, 13.25, 13.30, 9300
01/10/18, 13.25, 13.80, 13.25, 13.25, 112100
01/09/18, 13.70, 13.80, 13.50, 13.70, 40300
01/08/18, 13.75, 13.80, 13.75, 13.75, 37500
01/05/18, 13.70, 13.90, 13.50, 13.70, 31400
01/04/18, 13.25, 13.40, 13.25, 13.25, 34600
01/03/18, 12.20, 13.00, 12.15, 12.20, 105400
01/02/18, 13.45, 13.95, 12.75, 13.45, 33100
12/29/17, 13.00, 13.35, 12.95, 13.00, 51500
12/28/17, 12.55, 12.95, 12.55, 12.55, 1200
12/27/17, 12.55, 12.95, 12.50, 12.55, 3500
12/22/17, 12.10, 12.50, 12.10, 12.10, 195200
12/21/17, 12.05, 12.20, 12.05, 12.05, 17800
12/20/17, 12.05, 13.00, 12.00, 12.05, 104900
12/19/17, 12.00, 13.00, 11.95, 12.00, 117200
12/18/17, 12.00, 12.00, 11.95, 12.00, 37600
12/15/17, 11.80, 12.00, 11.65, 11.80, 211600
12/14/17, 11.60, 12.65, 11.55, 11.60, 701900
12/13/17, 11.50, 13.00, 10.80, 11.50, 274200
12/11/17, 12.00, 13.00, 12.00, 12.00, 117300
12/08/17, 12.50, 13.00, 12.50, 12.50, 51700
12/07/17, 12.95, 13.00, 12.50, 12.95, 14900
12/06/17, 13.05, 13.50, 13.00, 13.05, 176100
12/05/17, 13.60, 13.60, 13.55, 13.60, 24800
12/04/17, 13.55, 13.75, 13.10, 13.55, 19300
12/01/17, 13.55, 13.85, 13.50, 13.55, 35500
11/30/17, 13.85, 14.00, 13.60, 13.85, 24300
11/29/17, 13.90, 13.95, 13.80, 13.90, 15400
11/27/17, 13.95, 14.00, 13.90, 13.95, 22700
11/24/17, 13.80, 13.95, 13.50, 13.80, 10100
11/23/17, 13.90, 13.90, 13.85, 13.90, 42000
11/22/17, 13.50, 13.95, 13.00, 13.50, 42400
11/21/17, 13.95, 14.00, 13.60, 13.95, 34100
11/20/17, 13.45, 13.95, 13.25, 13.45, 277500
11/17/17, 13.25, 13.75, 13.00, 13.25, 191200
11/16/17, 13.60, 13.70, 13.60, 13.60, 118100
11/15/17, 13.50, 14.05, 13.50, 13.50, 63600
11/14/17, 13.70, 14.00, 13.50, 13.70, 57600
11/13/17, 14.05, 14.40, 14.00, 14.05, 19600
11/10/17, 14.30, 14.50, 14.00, 14.30, 7900
11/09/17, 14.40, 14.80, 14.30, 14.40, 155200
11/08/17, 14.45, 14.50, 14.30, 14.45, 8300
11/07/17, 14.75, 14.90, 14.45, 14.75, 49600
11/06/17, 14.70, 14.90, 14.45, 14.70, 10200
11/03/17, 14.55, 14.95, 14.50, 14.55, 65300
11/02/17, 14.95, 15.00, 14.80, 14.95, 229600
11/01/17, 15.00, 15.00, 15.00, 15.00, 59600
10/31/17, 15.00, 15.00, 14.85, 15.00, 35900
10/30/17, 14.95, 15.00, 14.85, 14.95, 60300
10/27/17, 14.90, 14.95, 14.80, 14.90, 5000
10/24/17, 14.90, 15.00, 13.75, 14.90, 6677200
10/23/17, 13.90, 14.25, 13.15, 13.90, 204500
10/19/17, 13.25, 13.45, 13.15, 13.25, 4300
10/18/17, 13.00, 13.15, 13.00, 13.00, 1138900
10/17/17, 13.00, 13.30, 13.00, 13.00, 79500
10/16/17, 13.00, 13.40, 13.00, 13.00, 154000
10/13/17, 13.00, 13.50, 13.00, 13.00, 76800
10/12/17, 13.00, 13.30, 13.00, 13.00, 2655600
10/11/17, 13.00, 13.30, 12.75, 13.00, 3032100
10/10/17, 13.25, 13.50, 13.25, 13.25, 89000
10/09/17, 13.00, 13.30, 13.00, 13.00, 2326800
10/06/17, 13.00, 14.35, 13.00, 13.00, 2066700
10/05/17, 13.20, 13.95, 13.00, 13.20, 155300
10/04/17, 12.70, 12.75, 12.70, 12.70, 69900
10/03/17, 13.00, 14.50, 13.00, 13.00, 108900
10/02/17, 14.40, 15.30, 14.00, 14.40, 146700
09/29/17, 14.00, 14.00, 13.95, 14.00, 244900
09/28/17, 12.75, 12.75, 12.75, 12.75, 9200
09/27/17, 11.60, 12.25, 11.10, 11.60, 12407900
09/26/17, 11.15, 12.00, 11.00, 11.15, 51700
09/25/17, 11.75, 12.40, 11.30, 11.75, 316300
09/22/17, 12.20, 12.65, 12.10, 12.20, 222100
09/21/17, 12.70, 13.70, 12.40, 12.70, 76100
09/20/17, 13.35, 13.70, 13.20, 13.35, 41900
09/19/17, 13.55, 14.40, 13.20, 13.55, 62600
09/18/17, 13.20, 14.20, 13.20, 13.20, 58100
09/15/17, 13.70, 15.00, 13.45, 13.70, 123300
09/14/17, 14.90, 15.10, 14.00, 14.90, 146400
09/13/17, 15.05, 15.60, 14.90, 15.05, 263700
09/12/17, 16.45, 16.50, 15.05, 16.45, 884600
09/11/17, 15.10, 16.00, 15.00, 15.10, 109400
09/08/17, 16.45, 16.50, 16.00, 16.45, 18500
09/07/17, 16.35, 17.05, 15.80, 16.35, 303800
09/06/17, 16.35, 17.00, 16.20, 16.35, 35100
09/05/17, 16.60, 17.25, 16.00, 16.60, 7500
09/04/17, 17.70, 18.00, 17.20, 17.70, 60500
09/01/17, 18.35, 19.10, 17.60, 18.35, 107500
08/31/17, 19.45, 19.55, 19.30, 19.45, 204300
08/30/17, 19.55, 20.50, 19.50, 19.55, 37700
08/29/17, 19.50, 20.50, 19.35, 19.50, 26300
08/28/17, 19.75, 20.50, 19.35, 19.75, 8200
08/25/17, 19.60, 20.25, 19.50, 19.60, 73000
08/24/17, 20.00, 20.75, 20.00, 20.00, 3200
08/23/17, 20.00, 20.75, 20.00, 20.00, 28000
08/22/17, 20.00, 20.50, 20.00, 20.00, 53600
08/21/17, 20.00, 21.00, 20.00, 20.00, 36900
08/18/17, 20.75, 21.00, 20.75, 20.75, 16400
08/17/17, 20.75, 21.00, 20.75, 20.75, 42300
08/16/17, 20.75, 21.00, 20.75, 20.75, 182000
08/15/17, 21.00, 21.00, 20.25, 21.00, 849900
08/14/17, 21.00, 23.00, 20.75, 21.00, 296800
08/11/17, 21.00, 22.00, 21.00, 21.00, 193800
08/10/17, 21.00, 21.50, 21.00, 21.00, 62600
08/09/17, 21.50, 21.50, 21.50, 21.50, 100
08/07/17, 21.00, 22.00, 21.00, 21.00, 5100
08/04/17, 21.00, 22.00, 21.00, 21.00, 26700
08/03/17, 21.00, 22.00, 21.00, 21.00, 2600
08/02/17, 20.25, 21.00, 20.00, 20.25, 9300
08/01/17, 20.50, 22.00, 20.00, 20.50, 99500
07/31/17, 21.00, 21.50, 21.00, 21.00, 76700
07/28/17, 21.50, 22.00, 20.50, 21.50, 103100
07/27/17, 21.50, 23.00, 21.50, 21.50, 17500
07/25/17, 21.50, 22.00, 21.50, 21.50, 22600
07/24/17, 21.50, 22.00, 21.00, 21.50, 300
07/21/17, 21.50, 23.00, 21.50, 21.50, 108600
07/20/17, 21.50, 22.00, 21.50, 21.50, 77100
07/19/17, 21.75, 22.00, 21.75, 21.75, 115500
07/18/17, 21.50, 21.75, 21.50, 21.50, 27100
07/17/17, 21.75, 21.75, 21.75, 21.75, 54900
07/14/17, 21.75, 21.75, 21.75, 21.75, 61900
07/13/17, 21.75, 22.00, 21.50, 21.75, 1275200
07/12/17, 21.75, 22.00, 21.75, 21.75, 5400
07/11/17, 21.75, 22.00, 21.75, 21.75, 9700
07/10/17, 21.75, 22.00, 21.75, 21.75, 4200
07/07/17, 22.00, 22.25, 21.75, 22.00, 53700
07/06/17, 21.75, 22.50, 21.75, 21.75, 47600
07/05/17, 21.50, 22.00, 21.00, 21.50, 300
07/04/17, 21.00, 22.25, 20.75, 21.00, 6000
07/03/17, 21.25, 22.25, 20.50, 21.25, 66800
06/30/17, 20.50, 22.00, 20.25, 20.50, 33800
06/29/17, 22.00, 22.25, 22.00, 22.00, 49300
06/28/17, 22.00, 22.25, 22.00, 22.00, 42300
06/27/17, 22.00, 22.00, 22.00, 22.00, 1500
06/23/17, 21.75, 22.00, 21.50, 21.75, 65600
06/22/17, 21.75, 22.50, 21.50, 21.75, 28200
06/21/17, 22.00, 23.50, 22.00, 22.00, 3300
06/20/17, 21.75, 22.00, 21.75, 21.75, 562000
06/19/17, 21.75, 22.00, 21.25, 21.75, 32600
06/16/17, 21.00, 21.50, 21.00, 21.00, 24800
06/15/17, 21.00, 21.50, 21.00, 21.00, 8700
06/14/17, 20.75, 21.00, 20.50, 20.75, 11100
06/13/17, 20.75, 21.00, 20.75, 20.75, 25200
06/12/17, 20.50, 21.00, 20.50, 20.50, 2400
06/09/17, 20.50, 20.75, 20.50, 20.50, 6900
06/08/17, 20.75, 21.25, 20.50, 20.75, 1063100
06/07/17, 20.75, 22.00, 20.75, 20.75, 1417700
06/06/17, 20.75, 22.25, 20.75, 20.75, 1640200
06/05/17, 20.75, 22.25, 20.50, 20.75, 1252000
06/02/17, 22.25, 22.50, 20.00, 22.25, 22800
05/31/17, 20.50, 21.50, 20.50, 20.50, 5100
05/30/17, 21.25, 21.50, 21.25, 21.25, 18600
05/29/17, 20.50, 21.50, 20.25, 20.50, 10600
05/26/17, 20.50, 21.50, 20.00, 20.50, 23900
05/25/17, 19.90, 20.00, 19.90, 19.90, 509800
05/24/17, 20.00, 20.50, 20.00, 20.00, 5100
05/23/17, 19.75, 20.50, 19.75, 19.75, 302800
05/22/17, 20.00, 20.50, 20.00, 20.00, 4700
05/19/17, 20.00, 21.50, 20.00, 20.00, 2200
05/18/17, 19.95, 20.00, 19.35, 19.95, 385900
05/17/17, 19.70, 19.75, 19.70, 19.70, 5600
05/16/17, 19.50, 19.80, 19.50, 19.50, 119200
05/15/17, 19.75, 19.75, 19.60, 19.75, 377000
05/12/17, 20.00, 20.00, 20.00, 20.00, 87300
05/11/17, 19.90, 21.50, 19.35, 19.90, 53700
05/10/17, 21.50, 21.50, 21.50, 21.50, 3100
05/09/17, 19.75, 19.95, 19.65, 19.75, 15700
05/08/17, 20.00, 20.25, 20.00, 20.00, 9200
05/05/17, 19.95, 22.00, 19.60, 19.95, 27400
05/04/17, 20.00, 21.00, 19.95, 20.00, 3300
05/03/17, 19.60, 20.00, 19.35, 19.60, 3000
05/02/17, 19.95, 24.00, 19.00, 19.95, 37500
04/28/17, 25.00, 25.25, 23.75, 25.00, 586100
04/27/17, 24.00, 24.50, 22.75, 24.00, 1500700
04/26/17, 23.75, 24.50, 23.50, 23.75, 1359900
04/25/17, 24.00, 24.25, 24.00, 24.00, 2000200
04/24/17, 23.75, 24.00, 22.50, 23.75, 1834800
04/21/17, 23.00, 23.50, 22.50, 23.00, 200
04/20/17, 22.75, 23.00, 20.00, 22.75, 517400
04/19/17, 22.00, 22.50, 21.75, 22.00, 64900
04/18/17, 21.75, 22.00, 20.50, 21.75, 1059400
04/13/17, 20.75, 21.00, 20.00, 20.75, 1455400
04/12/17, 20.00, 21.00, 20.00, 20.00, 368600
04/11/17, 19.95, 20.75, 19.85, 19.95, 12100
04/10/17, 19.85, 20.00, 19.85, 19.85, 2400
04/07/17, 19.95, 20.00, 19.90, 19.95, 5500
04/06/17, 19.90, 20.00, 19.50, 19.90, 8500
04/05/17, 20.00, 20.00, 20.00, 20.00, 12700
04/04/17, 20.00, 20.00, 20.00, 20.00, 2500
04/03/17, 19.95, 20.00, 19.90, 19.95, 8900
03/31/17, 19.95, 20.00, 19.75, 19.95, 650300
03/30/17, 19.95, 20.00, 19.75, 19.95, 512200
03/29/17, 19.75, 19.80, 19.40, 19.75, 1095900
03/28/17, 19.40, 19.40, 19.40, 19.40, 119100
03/27/17, 19.40, 19.40, 19.25, 19.40, 1031300
03/24/17, 19.40, 19.45, 19.30, 19.40, 1581300
03/23/17, 19.40, 19.40, 19.30, 19.40, 613000
03/22/17, 19.30, 19.45, 19.30, 19.30, 2233400
03/21/17, 19.30, 19.50, 19.30, 19.30, 146500
03/20/17, 19.25, 19.50, 19.20, 19.25, 5100
03/17/17, 19.45, 19.50, 19.20, 19.45, 26400
03/16/17, 19.20, 19.50, 19.20, 19.20, 17800
03/15/17, 19.30, 19.95, 19.15, 19.30, 215300
03/14/17, 19.50, 19.60, 19.10, 19.50, 1159200
03/13/17, 19.50, 19.50, 19.40, 19.50, 390500
03/10/17, 19.05, 19.50, 19.00, 19.05, 374200
03/09/17, 20.00, 20.00, 20.00, 20.00, 100
03/08/17, 19.75, 20.00, 19.50, 19.75, 12100
03/07/17, 19.50, 19.95, 19.50, 19.50, 9700
03/06/17, 19.50, 19.80, 19.50, 19.50, 7900
03/03/17, 19.85, 20.00, 19.50, 19.85, 8400
03/02/17, 19.60, 20.00, 19.25, 19.60, 24400
03/01/17, 19.50, 19.50, 19.50, 19.50, 1500
02/28/17, 19.65, 19.90, 19.50, 19.65, 33400
02/27/17, 19.90, 19.90, 19.90, 19.90, 3200
02/24/17, 19.75, 19.75, 19.75, 19.75, 6300
02/23/17, 19.65, 19.95, 19.50, 19.65, 4500
02/22/17, 19.95, 20.00, 19.50, 19.95, 3600
02/21/17, 19.50, 19.50, 19.50, 19.50, 10900
02/20/17, 19.25, 19.30, 19.05, 19.25, 1700400
02/17/17, 20.00, 21.00, 19.35, 20.00, 364700
02/16/17, 19.25, 20.50, 19.25, 19.25, 10156900
02/15/17, 19.25, 20.50, 19.25, 19.25, 5000600
02/14/17, 19.05, 20.50, 19.00, 19.05, 49000
02/13/17, 18.75, 20.00, 18.75, 18.75, 1270600
02/10/17, 19.40, 19.40, 19.40, 19.40, 15100
02/09/17, 19.40, 20.50, 19.40, 19.40, 2293900
02/08/17, 19.50, 20.50, 19.50, 19.50, 251400
02/07/17, 19.35, 19.40, 19.10, 19.35, 17200
02/06/17, 19.35, 19.40, 19.35, 19.35, 2500
02/03/17, 19.40, 19.50, 19.40, 19.40, 20100
02/02/17, 19.50, 19.55, 19.50, 19.50, 913500
02/01/17, 19.55, 19.60, 19.50, 19.55, 11200
01/31/17, 19.70, 20.00, 19.50, 19.70, 4300
01/30/17, 19.95, 20.00, 19.50, 19.95, 18800
01/27/17, 20.00, 20.00, 20.00, 20.00, 1700
01/26/17, 20.00, 20.00, 20.00, 20.00, 600
01/25/17, 20.00, 20.00, 20.00, 20.00, 3500
01/24/17, 20.00, 21.00, 20.00, 20.00, 24100
01/23/17, 20.75, 21.00, 20.50, 20.75, 2200
01/20/17, 20.75, 21.50, 20.75, 20.75, 30100
01/19/17, 21.25, 21.75, 21.00, 21.25, 6100
01/18/17, 21.75, 22.00, 21.75, 21.75, 9200
01/17/17, 22.00, 22.00, 22.00, 22.00, 15800
01/16/17, 22.00, 23.50, 21.00, 22.00, 15500
01/13/17, 22.00, 23.00, 22.00, 22.00, 35500
01/12/17, 22.50, 23.00, 22.50, 22.50, 18100
01/11/17, 23.00, 23.25, 23.00, 23.00, 500
01/10/17, 23.00, 23.00, 23.00, 23.00, 800
01/09/17, 23.25, 24.75, 22.50, 23.25, 97400
01/06/17, 23.00, 24.50, 22.50, 23.00, 3200
01/05/17, 23.00, 24.75, 22.75, 23.00, 800
01/04/17, 23.75, 24.75, 23.00, 23.75, 300
01/03/17, 23.50, 25.75, 23.25, 23.50, 700
12/30/16, 25.50, 25.75, 22.50, 25.50, 137800
12/29/16, 24.50, 24.75, 22.50, 24.50, 27800
12/23/16, 22.50, 22.50, 22.50, 22.50, 14000
12/22/16, 23.00, 23.50, 22.50, 23.00, 9500
12/21/16, 23.00, 23.50, 23.00, 23.00, 27100
12/20/16, 23.25, 23.50, 23.00, 23.25, 19300
12/19/16, 23.00, 23.00, 23.00, 23.00, 4500
12/16/16, 23.00, 26.00, 23.00, 23.00, 45100
12/14/16, 24.00, 24.25, 24.00, 24.00, 5300
12/13/16, 25.00, 26.75, 25.00, 25.00, 41300
12/09/16, 25.00, 25.00, 25.00, 25.00, 1000
12/08/16, 26.00, 27.00, 25.75, 26.00, 400
12/06/16, 25.00, 25.75, 24.00, 25.00, 205400
12/05/16, 25.75, 25.75, 25.75, 25.75, 100
12/02/16, 25.50, 26.00, 25.50, 25.50, 70500
12/01/16, 25.75, 26.00, 25.75, 25.75, 1500
11/30/16, 25.00, 26.00, 24.00, 25.00, 1055700
11/29/16, 26.00, 26.00, 26.00, 26.00, 49500
11/28/16, 25.75, 26.00, 25.00, 25.75, 19300
11/25/16, 25.75, 26.00, 25.75, 25.75, 8300
11/24/16, 26.00, 26.00, 26.00, 26.00, 100
11/23/16, 26.00, 26.50, 26.00, 26.00, 56700
11/22/16, 26.00, 28.00, 26.00, 26.00, 65000
11/21/16, 26.25, 28.00, 26.00, 26.25, 5400
11/18/16, 28.75, 29.00, 28.50, 28.75, 300
11/17/16, 28.50, 28.75, 28.50, 28.50, 19100
11/16/16, 29.00, 29.00, 29.00, 29.00, 304500
11/15/16, 29.00, 29.50, 29.00, 29.00, 29900
11/14/16, 28.75, 29.00, 28.00, 28.75, 4800
11/11/16, 31.00, 31.25, 29.00, 31.00, 3526400
11/10/16, 28.50, 29.00, 28.50, 28.50, 1800
11/09/16, 28.50, 29.00, 27.50, 28.50, 133300
11/08/16, 26.50, 27.50, 26.00, 26.50, 191300
11/07/16, 25.25, 25.75, 25.00, 25.25, 42500
11/04/16, 25.50, 25.75, 25.50, 25.50, 15600
11/03/16, 26.00, 26.00, 26.00, 26.00, 500
11/02/16, 25.25, 26.00, 25.00, 25.25, 16200
11/01/16, 25.75, 26.50, 25.50, 25.75, 6800
10/31/16, 25.50, 26.00, 25.50, 25.50, 3200
10/28/16, 25.00, 26.50, 25.00, 25.00, 20800
10/27/16, 25.25, 25.75, 25.00, 25.25, 2200
10/26/16, 25.50, 26.25, 25.00, 25.50, 15700
10/25/16, 26.00, 26.50, 26.00, 26.00, 25700
10/24/16, 26.25, 26.50, 26.25, 26.25, 800
10/21/16, 26.25, 26.50, 26.25, 26.25, 3100
10/19/16, 25.50, 26.00, 25.00, 25.50, 10400
10/18/16, 26.00, 26.50, 25.00, 26.00, 4900
10/17/16, 26.25, 26.50, 25.00, 26.25, 9200
10/14/16, 26.50, 26.50, 26.50, 26.50, 12700
10/13/16, 25.00, 26.25, 24.75, 25.00, 2271100
10/12/16, 25.00, 26.50, 25.00, 25.00, 1017000
10/11/16, 25.00, 26.50, 25.00, 25.00, 77900
10/10/16, 25.00, 25.00, 25.00, 25.00, 1100
10/07/16, 24.75, 25.00, 24.75, 24.75, 4100
10/06/16, 25.00, 25.50, 24.75, 25.00, 26900
10/05/16, 25.50, 26.00, 25.50, 25.50, 256100
10/04/16, 25.50, 25.75, 25.00, 25.50, 461800
10/03/16, 24.75, 25.25, 24.50, 24.75, 11700
09/30/16, 24.50, 25.00, 23.50, 24.50, 22300
09/29/16, 24.00, 24.75, 22.75, 24.00, 1900
09/28/16, 22.50, 25.00, 22.50, 22.50, 20500
