Date, Open, High, Low, Close, Volume
06/21/19, 0.35, 0.37, 0.35, 0.35, 56300
06/20/19, 0.36, 0.40, 0.36, 0.36, 192400
06/19/19, 0.38, 0.38, 0.37, 0.38, 31500
06/18/19, 0.38, 0.40, 0.37, 0.38, 36900
06/17/19, 0.38, 0.40, 0.36, 0.38, 160900
06/14/19, 0.39, 0.39, 0.36, 0.39, 31200
06/13/19, 0.39, 0.40, 0.38, 0.39, 262600
06/12/19, 0.40, 0.41, 0.38, 0.40, 568600
06/11/19, 0.40, 0.41, 0.38, 0.40, 174600
06/10/19, 0.38, 0.40, 0.35, 0.38, 213400
06/07/19, 0.37, 0.39, 0.36, 0.37, 137500
06/06/19, 0.36, 0.37, 0.34, 0.36, 113600
06/04/19, 0.34, 0.34, 0.33, 0.34, 267900
06/03/19, 0.31, 0.33, 0.30, 0.31, 33700
05/31/19, 0.32, 0.32, 0.31, 0.32, 23000
05/30/19, 0.32, 0.34, 0.31, 0.32, 327600
05/29/19, 0.31, 0.33, 0.30, 0.31, 721700
05/28/19, 0.31, 0.33, 0.30, 0.31, 152800
05/27/19, 0.30, 0.30, 0.28, 0.30, 47200
05/24/19, 0.28, 0.28, 0.27, 0.28, 231500
05/23/19, 0.27, 0.33, 0.27, 0.27, 511500
05/22/19, 0.30, 0.33, 0.30, 0.30, 395100
05/21/19, 0.33, 0.35, 0.31, 0.33, 29800
05/20/19, 0.34, 0.36, 0.34, 0.34, 124700
05/17/19, 0.36, 0.38, 0.34, 0.36, 264400
05/16/19, 0.36, 0.37, 0.32, 0.36, 231200
05/15/19, 0.34, 0.35, 0.32, 0.34, 155800
05/14/19, 0.34, 0.35, 0.31, 0.34, 335400
05/13/19, 0.32, 0.33, 0.30, 0.32, 240100
05/10/19, 0.31, 0.33, 0.29, 0.31, 43700
05/09/19, 0.30, 0.32, 0.29, 0.30, 434700
05/08/19, 0.30, 0.34, 0.30, 0.30, 189800
05/07/19, 0.33, 0.34, 0.31, 0.33, 188400
05/06/19, 0.33, 0.34, 0.30, 0.33, 1594900
05/03/19, 0.32, 0.36, 0.31, 0.32, 130200
05/02/19, 0.34, 0.34, 0.33, 0.34, 50700
04/30/19, 0.36, 0.38, 0.36, 0.36, 109600
04/29/19, 0.37, 0.39, 0.36, 0.37, 73900
04/26/19, 0.37, 0.38, 0.36, 0.37, 148500
04/25/19, 0.37, 0.39, 0.36, 0.37, 131600
04/24/19, 0.39, 0.40, 0.38, 0.39, 139500
04/23/19, 0.40, 0.41, 0.39, 0.40, 103500
04/18/19, 0.41, 0.45, 0.41, 0.41, 229200
04/17/19, 0.45, 0.46, 0.44, 0.45, 218600
04/16/19, 0.46, 0.48, 0.45, 0.46, 53500
04/15/19, 0.48, 0.48, 0.46, 0.48, 8500
04/12/19, 0.45, 0.50, 0.45, 0.45, 270600
04/11/19, 0.48, 0.49, 0.45, 0.48, 146500
04/10/19, 0.48, 0.49, 0.47, 0.48, 136400
04/09/19, 0.47, 0.49, 0.46, 0.47, 39800
04/08/19, 0.46, 0.49, 0.46, 0.46, 363300
04/05/19, 0.49, 0.50, 0.48, 0.49, 110200
04/04/19, 0.49, 0.49, 0.48, 0.49, 18800
04/03/19, 0.46, 0.50, 0.46, 0.46, 417900
04/02/19, 0.47, 0.50, 0.45, 0.47, 221900
04/01/19, 0.50, 0.51, 0.49, 0.50, 90800
03/29/19, 0.51, 0.52, 0.50, 0.51, 70400
03/28/19, 0.53, 0.53, 0.50, 0.53, 63400
03/27/19, 0.52, 0.52, 0.50, 0.52, 587800
03/26/19, 0.50, 0.51, 0.49, 0.50, 172900
03/25/19, 0.50, 0.50, 0.49, 0.50, 190800
03/22/19, 0.52, 0.55, 0.50, 0.52, 270800
03/21/19, 0.52, 0.55, 0.50, 0.52, 1233100
03/20/19, 0.52, 0.55, 0.52, 0.52, 52900
03/19/19, 0.50, 0.56, 0.49, 0.50, 1354800
03/18/19, 0.52, 0.54, 0.51, 0.52, 34000
03/15/19, 0.56, 0.57, 0.50, 0.56, 316300
03/14/19, 0.57, 0.60, 0.54, 0.57, 183900
03/13/19, 0.60, 0.60, 0.57, 0.60, 239500
03/12/19, 0.60, 0.60, 0.58, 0.60, 138800
03/11/19, 0.59, 0.60, 0.59, 0.59, 41600
03/08/19, 0.58, 0.60, 0.54, 0.58, 129600
03/07/19, 0.55, 0.59, 0.55, 0.55, 235500
03/06/19, 0.56, 0.59, 0.56, 0.56, 460000
03/05/19, 0.58, 0.60, 0.58, 0.58, 110400
03/04/19, 0.58, 0.60, 0.58, 0.58, 22500
03/01/19, 0.57, 0.60, 0.56, 0.57, 93400
02/28/19, 0.55, 0.60, 0.54, 0.55, 324900
02/27/19, 0.59, 0.60, 0.55, 0.59, 130800
02/26/19, 0.60, 0.64, 0.60, 0.60, 56500
02/25/19, 0.60, 0.64, 0.59, 0.60, 163200
02/22/19, 0.60, 0.61, 0.60, 0.60, 113300
02/21/19, 0.61, 0.64, 0.60, 0.61, 504800
02/20/19, 0.64, 0.70, 0.60, 0.64, 459100
02/19/19, 0.65, 0.67, 0.65, 0.65, 147800
02/18/19, 0.65, 0.68, 0.64, 0.65, 228100
02/15/19, 0.66, 0.68, 0.65, 0.66, 146200
02/14/19, 0.62, 0.66, 0.62, 0.62, 173300
02/13/19, 0.62, 0.67, 0.60, 0.62, 517200
02/12/19, 0.62, 0.68, 0.60, 0.62, 446100
02/11/19, 0.66, 0.67, 0.65, 0.66, 16100
02/08/19, 0.64, 0.66, 0.60, 0.64, 104900
02/07/19, 0.60, 0.63, 0.58, 0.60, 941400
02/06/19, 0.61, 0.62, 0.60, 0.61, 355900
02/05/19, 0.59, 0.62, 0.59, 0.59, 244500
02/04/19, 0.60, 0.62, 0.58, 0.60, 185100
02/01/19, 0.58, 0.59, 0.58, 0.58, 69800
01/31/19, 0.58, 0.60, 0.56, 0.58, 149400
01/30/19, 0.57, 0.60, 0.54, 0.57, 202000
01/29/19, 0.59, 0.60, 0.56, 0.59, 706400
01/28/19, 0.62, 0.64, 0.58, 0.62, 231400
01/25/19, 0.59, 0.60, 0.58, 0.59, 34700
01/24/19, 0.59, 0.60, 0.58, 0.59, 98100
01/23/19, 0.60, 0.62, 0.59, 0.60, 67800
01/22/19, 0.60, 0.62, 0.60, 0.60, 201900
01/21/19, 0.60, 0.63, 0.58, 0.60, 310900
01/18/19, 0.60, 0.62, 0.56, 0.60, 190700
01/17/19, 0.57, 0.58, 0.56, 0.57, 587600
01/16/19, 0.57, 0.58, 0.56, 0.57, 56300
01/15/19, 0.56, 0.58, 0.56, 0.56, 102300
01/14/19, 0.56, 0.58, 0.55, 0.56, 69800
01/11/19, 0.54, 0.56, 0.54, 0.54, 58200
01/10/19, 0.55, 0.56, 0.55, 0.55, 384100
01/09/19, 0.56, 0.58, 0.52, 0.56, 95800
01/08/19, 0.55, 0.58, 0.55, 0.55, 76900
01/07/19, 0.55, 0.58, 0.55, 0.55, 697500
01/04/19, 0.56, 0.60, 0.55, 0.56, 50800
01/03/19, 0.57, 0.58, 0.55, 0.57, 152700
01/02/19, 0.58, 0.58, 0.55, 0.58, 161400
12/31/18, 0.58, 0.58, 0.55, 0.58, 73200
12/28/18, 0.57, 0.60, 0.55, 0.57, 29000
12/27/18, 0.59, 0.60, 0.56, 0.59, 105800
12/24/18, 0.58, 0.60, 0.57, 0.58, 58400
12/21/18, 0.59, 0.59, 0.57, 0.59, 114100
12/20/18, 0.59, 0.60, 0.58, 0.59, 130700
12/19/18, 0.60, 0.60, 0.59, 0.60, 76100
12/18/18, 0.59, 0.60, 0.58, 0.59, 116700
12/17/18, 0.58, 0.60, 0.58, 0.58, 178200
12/14/18, 0.61, 0.63, 0.59, 0.61, 313600
12/13/18, 0.60, 0.63, 0.58, 0.60, 17700
12/11/18, 0.59, 0.60, 0.58, 0.59, 56000
12/10/18, 0.60, 0.60, 0.57, 0.60, 118200
12/07/18, 0.57, 0.60, 0.55, 0.57, 131400
12/06/18, 0.57, 0.65, 0.55, 0.57, 275500
12/05/18, 0.60, 0.60, 0.55, 0.60, 160700
12/04/18, 0.58, 0.62, 0.55, 0.58, 332000
12/03/18, 0.60, 0.62, 0.60, 0.60, 422700
11/30/18, 0.61, 0.65, 0.60, 0.61, 298900
11/29/18, 0.62, 0.65, 0.60, 0.62, 94700
11/28/18, 0.63, 0.65, 0.60, 0.63, 37900
11/27/18, 0.62, 0.65, 0.60, 0.62, 71000
11/26/18, 0.66, 0.70, 0.60, 0.66, 104700
11/23/18, 0.65, 0.70, 0.65, 0.65, 65400
11/22/18, 0.65, 0.70, 0.65, 0.65, 230800
11/21/18, 0.65, 0.70, 0.60, 0.65, 230800
11/20/18, 0.65, 0.70, 0.65, 0.65, 197200
11/19/18, 0.65, 0.70, 0.65, 0.65, 237400
11/16/18, 0.65, 0.70, 0.65, 0.65, 56300
11/15/18, 0.65, 0.70, 0.65, 0.65, 84500
11/14/18, 0.65, 0.70, 0.65, 0.65, 118200
11/13/18, 0.70, 0.75, 0.70, 0.70, 108900
11/12/18, 0.70, 0.75, 0.70, 0.70, 20600
11/09/18, 0.70, 0.75, 0.70, 0.70, 182100
11/08/18, 0.70, 0.75, 0.70, 0.70, 50300
11/07/18, 0.70, 0.75, 0.70, 0.70, 245700
11/06/18, 0.70, 0.75, 0.70, 0.70, 473300
11/05/18, 0.70, 0.75, 0.65, 0.70, 196000
11/02/18, 0.70, 0.70, 0.70, 0.70, 165400
11/01/18, 0.65, 0.70, 0.60, 0.65, 143000
10/31/18, 0.65, 0.75, 0.65, 0.65, 226900
10/30/18, 0.70, 0.75, 0.70, 0.70, 212500
10/29/18, 0.70, 0.75, 0.70, 0.70, 63300
10/26/18, 0.75, 0.80, 0.75, 0.75, 152400
10/25/18, 0.80, 0.90, 0.80, 0.80, 519900
10/24/18, 0.85, 0.90, 0.85, 0.85, 1056500
10/23/18, 0.90, 0.90, 0.85, 0.90, 634000
10/22/18, 0.85, 0.85, 0.85, 0.85, 492700
10/19/18, 0.80, 0.80, 0.80, 0.80, 158100
10/18/18, 0.75, 0.75, 0.70, 0.75, 435700
10/17/18, 0.70, 0.70, 0.70, 0.70, 55900
10/16/18, 0.65, 0.70, 0.60, 0.65, 312600
10/15/18, 0.65, 0.65, 0.60, 0.65, 208900
10/12/18, 0.60, 0.60, 0.60, 0.60, 212400
10/11/18, 0.55, 0.60, 0.55, 0.55, 78400
10/09/18, 0.55, 0.60, 0.55, 0.55, 118400
10/08/18, 0.55, 0.60, 0.55, 0.55, 85100
10/05/18, 0.55, 0.60, 0.55, 0.55, 53200
10/04/18, 0.55, 0.60, 0.55, 0.55, 350300
10/03/18, 0.55, 0.60, 0.55, 0.55, 61800
10/02/18, 0.55, 0.60, 0.55, 0.55, 605500
10/01/18, 0.60, 0.60, 0.55, 0.60, 143000
09/28/18, 0.55, 0.60, 0.55, 0.55, 139800
09/27/18, 0.55, 0.60, 0.55, 0.55, 150900
09/26/18, 0.60, 0.60, 0.55, 0.60, 141600
09/25/18, 0.55, 0.60, 0.55, 0.55, 102200
09/24/18, 0.55, 0.60, 0.50, 0.55, 280800
09/21/18, 0.55, 0.60, 0.55, 0.55, 243200
09/20/18, 0.55, 0.60, 0.55, 0.55, 67400
09/19/18, 0.55, 0.60, 0.55, 0.55, 76000
09/18/18, 0.55, 0.60, 0.50, 0.55, 346000
09/17/18, 0.55, 0.65, 0.55, 0.55, 220100
09/14/18, 0.60, 0.75, 0.60, 0.60, 391300
09/13/18, 0.60, 0.65, 0.60, 0.60, 187600
09/12/18, 0.65, 0.70, 0.60, 0.65, 279300
09/11/18, 0.65, 0.75, 0.65, 0.65, 453500
09/10/18, 0.70, 0.75, 0.70, 0.70, 538900
09/07/18, 0.70, 0.75, 0.70, 0.70, 121800
09/06/18, 0.70, 0.75, 0.70, 0.70, 160000
09/05/18, 0.70, 0.75, 0.70, 0.70, 150100
09/04/18, 0.70, 0.75, 0.70, 0.70, 239000
09/03/18, 0.75, 0.80, 0.70, 0.75, 145100
08/31/18, 0.75, 0.80, 0.75, 0.75, 100100
08/30/18, 0.75, 0.80, 0.75, 0.75, 156700
08/29/18, 0.75, 0.80, 0.75, 0.75, 118700
08/28/18, 0.75, 0.80, 0.75, 0.75, 169900
08/27/18, 0.75, 0.80, 0.70, 0.75, 120300
08/24/18, 0.75, 0.80, 0.75, 0.75, 93600
08/23/18, 0.75, 0.80, 0.70, 0.75, 115700
08/22/18, 0.75, 0.80, 0.70, 0.75, 60700
08/20/18, 0.75, 0.80, 0.75, 0.75, 361600
08/17/18, 0.75, 0.80, 0.75, 0.75, 458600
08/16/18, 0.75, 0.80, 0.75, 0.75, 165000
08/15/18, 0.75, 0.80, 0.75, 0.75, 295200
08/14/18, 0.75, 0.80, 0.75, 0.75, 640000
08/13/18, 0.75, 0.80, 0.75, 0.75, 92800
08/10/18, 0.75, 0.80, 0.75, 0.75, 40500
08/09/18, 0.75, 0.80, 0.75, 0.75, 277800
08/08/18, 0.75, 0.75, 0.75, 0.75, 182500
08/07/18, 0.70, 0.75, 0.70, 0.70, 36700
08/06/18, 0.70, 0.75, 0.70, 0.70, 298000
08/03/18, 0.70, 0.75, 0.70, 0.70, 1413400
08/02/18, 0.70, 0.75, 0.70, 0.70, 346100
08/01/18, 0.75, 0.75, 0.70, 0.75, 841200
07/31/18, 0.70, 0.75, 0.70, 0.70, 108800
07/30/18, 0.70, 0.75, 0.70, 0.70, 209800
07/27/18, 0.70, 0.75, 0.70, 0.70, 449600
07/26/18, 0.75, 0.75, 0.70, 0.75, 651900
07/25/18, 0.70, 0.75, 0.70, 0.70, 186400
07/24/18, 0.70, 0.75, 0.65, 0.70, 156300
07/23/18, 0.70, 0.75, 0.70, 0.70, 2111700
07/20/18, 0.70, 0.75, 0.70, 0.70, 142500
07/19/18, 0.70, 0.75, 0.70, 0.70, 159400
07/18/18, 0.70, 0.75, 0.70, 0.70, 577500
07/17/18, 0.70, 0.75, 0.70, 0.70, 243700
07/16/18, 0.70, 0.80, 0.70, 0.70, 547400
07/13/18, 0.75, 0.80, 0.75, 0.75, 554000
07/12/18, 0.75, 0.80, 0.75, 0.75, 756500
07/11/18, 0.75, 0.80, 0.75, 0.75, 226600
07/10/18, 0.75, 0.75, 0.75, 0.75, 786000
07/09/18, 0.70, 0.75, 0.65, 0.70, 284600
07/06/18, 0.70, 0.75, 0.70, 0.70, 1107800
07/05/18, 0.70, 0.80, 0.70, 0.70, 74200
07/04/18, 0.75, 0.80, 0.70, 0.75, 74500
07/03/18, 0.75, 0.80, 0.70, 0.75, 322200
07/02/18, 0.75, 0.75, 0.75, 0.75, 450700
06/29/18, 0.70, 0.75, 0.70, 0.70, 222500
06/28/18, 0.75, 0.80, 0.70, 0.75, 1175100
06/27/18, 0.75, 0.80, 0.75, 0.75, 199000
06/26/18, 0.80, 0.85, 0.75, 0.80, 153000
06/25/18, 0.80, 0.85, 0.80, 0.80, 224300
06/22/18, 0.80, 0.85, 0.80, 0.80, 283200
06/21/18, 0.80, 0.85, 0.80, 0.80, 131100
06/20/18, 0.80, 0.80, 0.75, 0.80, 238500
06/19/18, 0.75, 0.80, 0.75, 0.75, 178700
06/18/18, 0.75, 0.85, 0.75, 0.75, 240800
06/14/18, 0.80, 0.80, 0.75, 0.80, 324600
06/13/18, 0.75, 0.75, 0.70, 0.75, 433100
06/12/18, 0.70, 0.75, 0.70, 0.70, 1248900
06/11/18, 0.70, 0.75, 0.70, 0.70, 4500
06/08/18, 0.70, 0.75, 0.70, 0.70, 668000
06/07/18, 0.70, 0.75, 0.70, 0.70, 185500
06/06/18, 0.70, 0.75, 0.70, 0.70, 202300
06/05/18, 0.70, 0.75, 0.70, 0.70, 184100
06/04/18, 0.75, 0.75, 0.70, 0.75, 152600
05/31/18, 0.70, 0.75, 0.70, 0.70, 262900
05/30/18, 0.75, 0.75, 0.70, 0.75, 153000
05/29/18, 0.70, 0.75, 0.70, 0.70, 280500
05/28/18, 0.75, 0.75, 0.70, 0.75, 841100
05/25/18, 0.70, 0.75, 0.70, 0.70, 859900
05/24/18, 0.70, 0.80, 0.70, 0.70, 887300
05/23/18, 0.75, 0.80, 0.75, 0.75, 185400
05/22/18, 0.75, 0.80, 0.75, 0.75, 174000
05/21/18, 0.75, 0.85, 0.75, 0.75, 114900
05/18/18, 0.80, 0.80, 0.80, 0.80, 16800
05/17/18, 0.75, 0.85, 0.75, 0.75, 73900
05/16/18, 0.80, 0.85, 0.80, 0.80, 74700
05/15/18, 0.80, 0.90, 0.80, 0.80, 862900
05/14/18, 0.85, 0.90, 0.80, 0.85, 133100
05/11/18, 0.85, 0.85, 0.80, 0.85, 227500
05/10/18, 0.85, 0.85, 0.80, 0.85, 292300
05/09/18, 0.80, 0.85, 0.80, 0.80, 719600
05/08/18, 0.80, 0.85, 0.80, 0.80, 298000
05/07/18, 0.80, 0.85, 0.80, 0.80, 298800
05/04/18, 0.80, 0.85, 0.80, 0.80, 345600
05/03/18, 0.85, 0.90, 0.80, 0.85, 632200
05/02/18, 0.85, 0.90, 0.80, 0.85, 188300
04/30/18, 0.85, 0.85, 0.80, 0.85, 546600
04/27/18, 0.80, 0.85, 0.75, 0.80, 575500
04/26/18, 0.80, 0.85, 0.75, 0.80, 695200
04/25/18, 0.80, 0.85, 0.80, 0.80, 477300
04/24/18, 0.80, 0.85, 0.80, 0.80, 134900
04/23/18, 0.80, 0.85, 0.80, 0.80, 788400
04/20/18, 0.80, 0.85, 0.80, 0.80, 378200
04/19/18, 0.80, 0.90, 0.80, 0.80, 98300
04/18/18, 0.85, 0.90, 0.85, 0.85, 444700
04/17/18, 0.85, 0.90, 0.85, 0.85, 282300
04/16/18, 0.85, 0.90, 0.80, 0.85, 715000
04/13/18, 0.85, 0.90, 0.85, 0.85, 732200
04/12/18, 0.85, 0.90, 0.85, 0.85, 271800
04/11/18, 0.85, 0.90, 0.85, 0.85, 251800
04/10/18, 0.85, 0.85, 0.80, 0.85, 273200
04/09/18, 0.80, 0.90, 0.80, 0.80, 443600
04/06/18, 0.85, 0.90, 0.85, 0.85, 1023500
04/05/18, 0.85, 0.95, 0.85, 0.85, 1107000
04/04/18, 0.90, 0.95, 0.90, 0.90, 70000
04/03/18, 0.90, 0.95, 0.90, 0.90, 538400
03/29/18, 0.90, 0.95, 0.90, 0.90, 685500
03/28/18, 0.90, 0.95, 0.90, 0.90, 416000
03/27/18, 0.90, 0.95, 0.90, 0.90, 307300
03/26/18, 0.90, 0.95, 0.90, 0.90, 170700
03/23/18, 0.90, 0.95, 0.90, 0.90, 1391300
03/22/18, 0.90, 0.95, 0.85, 0.90, 993800
03/21/18, 0.90, 0.95, 0.90, 0.90, 1448200
03/20/18, 0.95, 1.00, 0.90, 0.95, 596500
03/19/18, 0.95, 1.00, 0.90, 0.95, 688000
03/16/18, 0.95, 1.00, 0.95, 0.95, 2485300
03/15/18, 0.95, 1.00, 0.95, 0.95, 103800
03/14/18, 0.95, 1.00, 0.95, 0.95, 717300
03/13/18, 0.95, 1.00, 0.95, 0.95, 274000
03/12/18, 0.95, 1.00, 0.95, 0.95, 305700
03/09/18, 1.00, 1.00, 0.95, 1.00, 488600
03/08/18, 0.95, 1.00, 0.95, 0.95, 161900
03/07/18, 1.00, 1.05, 1.00, 1.00, 526100
03/06/18, 1.00, 1.10, 1.00, 1.00, 214000
03/05/18, 1.00, 1.00, 0.95, 1.00, 375100
03/02/18, 0.95, 1.00, 0.95, 0.95, 199600
03/01/18, 1.00, 1.10, 1.00, 1.00, 988500
02/28/18, 1.00, 1.05, 1.00, 1.00, 572700
02/27/18, 0.95, 1.10, 0.95, 0.95, 569900
02/26/18, 1.00, 1.00, 1.00, 1.00, 515300
02/23/18, 0.95, 1.00, 0.95, 0.95, 135800
02/22/18, 1.00, 1.00, 0.95, 1.00, 344800
02/21/18, 0.95, 1.00, 0.95, 0.95, 112400
02/20/18, 0.95, 1.00, 0.95, 0.95, 683500
02/19/18, 1.00, 1.05, 1.00, 1.00, 272500
02/16/18, 1.00, 1.00, 0.95, 1.00, 79500
02/15/18, 0.95, 1.00, 0.95, 0.95, 97800
02/14/18, 1.00, 1.05, 0.95, 1.00, 329100
02/13/18, 1.00, 1.05, 1.00, 1.00, 335900
02/12/18, 1.00, 1.05, 1.00, 1.00, 57500
02/09/18, 1.00, 1.05, 0.95, 1.00, 470600
02/08/18, 1.00, 1.05, 1.00, 1.00, 219200
02/07/18, 1.00, 1.05, 1.00, 1.00, 668800
02/06/18, 1.00, 1.10, 1.00, 1.00, 788500
02/05/18, 1.00, 1.05, 1.00, 1.00, 627900
02/02/18, 1.00, 1.05, 1.00, 1.00, 1158600
02/01/18, 1.00, 1.05, 1.00, 1.00, 282900
01/31/18, 1.00, 1.00, 1.00, 1.00, 926900
01/30/18, 1.00, 1.05, 1.00, 1.00, 888800
01/29/18, 1.00, 1.05, 1.00, 1.00, 1241300
01/26/18, 1.05, 1.10, 1.00, 1.05, 387900
01/25/18, 1.00, 1.05, 1.00, 1.00, 958700
01/24/18, 1.00, 1.10, 1.00, 1.00, 44900
01/23/18, 1.00, 1.10, 1.00, 1.00, 260500
01/22/18, 1.05, 1.10, 1.05, 1.05, 392600
01/19/18, 1.05, 1.10, 1.00, 1.05, 216400
01/18/18, 1.05, 1.10, 1.00, 1.05, 1899100
01/17/18, 1.05, 1.10, 1.05, 1.05, 415900
01/16/18, 1.05, 1.10, 1.05, 1.05, 367000
01/15/18, 1.05, 1.15, 1.05, 1.05, 117800
01/12/18, 1.05, 1.15, 1.05, 1.05, 637700
01/11/18, 1.05, 1.15, 1.05, 1.05, 425600
01/10/18, 1.10, 1.15, 1.05, 1.10, 919400
01/09/18, 1.10, 1.15, 1.05, 1.10, 519100
01/08/18, 1.10, 1.20, 1.10, 1.10, 385800
01/05/18, 1.10, 1.15, 1.10, 1.10, 233100
01/04/18, 1.10, 1.15, 1.10, 1.10, 332700
01/03/18, 1.10, 1.15, 1.10, 1.10, 270000
01/02/18, 1.10, 1.15, 1.10, 1.10, 130200
12/29/17, 1.10, 1.15, 1.10, 1.10, 632200
12/28/17, 1.10, 1.15, 1.10, 1.10, 712800
12/27/17, 1.10, 1.15, 1.10, 1.10, 95300
12/22/17, 1.10, 1.15, 1.10, 1.10, 214200
12/21/17, 1.15, 1.20, 1.15, 1.15, 462900
12/20/17, 1.15, 1.20, 1.10, 1.15, 91800
12/19/17, 1.15, 1.15, 1.10, 1.15, 562900
12/18/17, 1.10, 1.15, 1.10, 1.10, 683500
12/15/17, 1.10, 1.15, 1.10, 1.10, 151800
12/14/17, 1.10, 1.15, 1.10, 1.10, 268500
12/13/17, 1.15, 1.20, 1.10, 1.15, 529200
12/11/17, 1.10, 1.15, 1.10, 1.10, 215200
12/08/17, 1.15, 1.20, 1.10, 1.15, 241900
12/07/17, 1.15, 1.20, 1.15, 1.15, 108100
12/06/17, 1.15, 1.20, 1.10, 1.15, 651300
12/05/17, 1.15, 1.20, 1.15, 1.15, 169100
12/04/17, 1.15, 1.20, 1.10, 1.15, 708500
12/01/17, 1.10, 1.20, 1.10, 1.10, 106000
11/30/17, 1.10, 1.20, 1.10, 1.10, 811800
11/29/17, 1.20, 1.20, 1.15, 1.20, 801500
11/27/17, 1.15, 1.20, 1.15, 1.15, 192000
11/24/17, 1.15, 1.20, 1.15, 1.15, 190200
11/23/17, 1.15, 1.20, 1.15, 1.15, 394100
11/22/17, 1.15, 1.20, 1.15, 1.15, 118100
11/21/17, 1.15, 1.20, 1.15, 1.15, 161300
11/20/17, 1.15, 1.20, 1.15, 1.15, 546700
11/17/17, 1.15, 1.20, 1.15, 1.15, 176900
11/16/17, 1.10, 1.15, 1.10, 1.10, 892300
11/15/17, 1.10, 1.15, 1.10, 1.10, 26400
