Date, Open, High, Low, Close, Volume
01/13/23, 30.00, 30.00, 28.50, 29.05, 11100
01/12/23, 30.00, 30.50, 30.00, 30.05, 6600
01/11/23, 30.95, 30.95, 30.00, 30.55, 5900
01/10/23, 31.50, 31.50, 30.00, 30.35, 23900
01/09/23, 31.30, 31.30, 30.50, 31.00, 5300
01/06/23, 31.45, 31.50, 31.10, 31.45, 13600
01/05/23, 31.20, 31.50, 31.20, 31.30, 1000
01/04/23, 31.50, 31.50, 31.00, 31.15, 2600
01/03/23, 31.50, 31.50, 31.20, 31.45, 6800
12/30/22, 31.50, 31.50, 31.50, 31.50, 3100
12/29/22, 31.50, 33.50, 31.50, 32.20, 1400
12/28/22, 31.50, 31.50, 31.30, 31.35, 600
12/23/22, 31.50, 31.50, 31.40, 31.50, 4200
12/22/22, 31.50, 31.50, 31.20, 31.40, 13900
12/21/22, 31.50, 31.50, 31.20, 31.40, 1700
12/20/22, 31.20, 31.50, 31.20, 31.25, 7200
12/19/22, 31.50, 31.50, 31.15, 31.50, 4600
12/16/22, 31.10, 31.50, 31.10, 31.15, 11200
12/15/22, 31.50, 31.50, 31.50, 31.50, 2000
12/14/22, 31.00, 31.50, 31.00, 31.40, 21800
12/13/22, 31.40, 31.50, 31.30, 31.50, 1000
12/09/22, 31.50, 31.50, 31.40, 31.45, 8300
12/08/22, 31.40, 31.50, 31.40, 31.50, 2900
12/07/22, 31.40, 31.50, 31.40, 31.45, 8000
12/06/22, 31.50, 31.50, 31.50, 31.50, 5200
12/05/22, 31.50, 31.50, 31.40, 31.50, 7900
12/02/22, 31.50, 31.50, 31.50, 31.50, 19300
12/01/22, 31.65, 31.65, 31.45, 31.50, 8500
11/30/22, 31.50, 31.50, 31.25, 31.40, 2500
11/29/22, 30.50, 30.50, 29.10, 29.90, 17800
11/28/22, 32.00, 33.00, 30.50, 31.25, 7400
11/25/22, 34.50, 34.50, 33.00, 33.40, 10800
11/24/22, 34.00, 34.00, 34.00, 34.00, 7200
11/23/22, 34.50, 34.50, 34.50, 34.50, 500
11/22/22, 34.50, 34.50, 33.70, 33.90, 18300
11/18/22, 33.95, 34.95, 33.95, 34.30, 300
11/17/22, 34.80, 34.95, 33.95, 34.05, 11000
11/16/22, 34.95, 34.95, 34.95, 34.95, 100
11/15/22, 34.00, 34.95, 34.00, 34.10, 800
11/14/22, 33.90, 34.00, 33.70, 33.80, 7100
11/10/22, 34.00, 34.50, 34.00, 34.00, 8000
11/09/22, 34.35, 34.35, 33.70, 33.80, 3500
11/08/22, 35.00, 35.00, 34.20, 34.35, 8300
11/07/22, 35.00, 35.00, 34.50, 34.65, 600
11/04/22, 35.00, 35.00, 34.00, 34.40, 3400
11/03/22, 34.50, 35.00, 34.50, 35.00, 6300
11/02/22, 34.00, 34.50, 34.00, 34.00, 3200
11/01/22, 34.00, 34.00, 34.00, 34.00, 1200
10/31/22, 34.00, 34.00, 33.00, 33.40, 7800
10/28/22, 34.30, 34.30, 34.00, 34.00, 25000
10/27/22, 34.20, 35.00, 34.00, 34.20, 1700
10/26/22, 34.00, 35.00, 34.00, 34.20, 500
10/25/22, 34.00, 34.00, 34.00, 34.00, 18300
10/24/22, 33.55, 34.00, 33.55, 33.70, 700
10/21/22, 34.00, 34.00, 33.55, 33.85, 2600
10/19/22, 33.55, 34.00, 33.55, 34.00, 17400
10/18/22, 34.00, 34.00, 34.00, 34.00, 1300
10/17/22, 34.00, 34.00, 34.00, 34.00, 600
10/14/22, 34.00, 34.00, 34.00, 34.00, 2100
10/13/22, 32.10, 33.00, 32.00, 32.65, 8300
10/12/22, 32.25, 33.00, 32.00, 32.10, 36400
10/11/22, 32.50, 33.00, 32.50, 32.55, 10100
10/07/22, 33.00, 33.00, 32.50, 32.75, 7900
10/06/22, 33.20, 33.45, 33.00, 33.05, 18200
10/05/22, 33.20, 33.50, 33.20, 33.40, 300
10/04/22, 33.50, 34.00, 33.20, 33.50, 15000
10/03/22, 34.20, 34.20, 33.50, 33.80, 1300
09/30/22, 34.00, 35.00, 34.00, 34.10, 1900
09/29/22, 34.70, 34.70, 33.75, 34.05, 24300
09/27/22, 34.50, 35.00, 34.00, 34.05, 15000
09/26/22, 35.00, 35.00, 35.00, 35.00, 1500
09/23/22, 34.00, 37.00, 33.95, 34.05, 15600
09/22/22, 34.00, 34.00, 33.95, 34.00, 3400
09/21/22, 34.00, 34.00, 33.80, 34.00, 5300
09/20/22, 34.00, 34.00, 34.00, 34.00, 2900
09/19/22, 34.00, 34.00, 33.00, 33.15, 31500
09/16/22, 34.10, 34.10, 33.85, 34.00, 800
09/15/22, 33.80, 34.00, 33.80, 33.85, 1300
09/14/22, 34.00, 34.00, 33.80, 33.95, 700
09/12/22, 35.00, 35.50, 34.00, 34.40, 46800
09/09/22, 35.00, 35.00, 34.25, 34.60, 1900
09/08/22, 35.00, 35.00, 34.00, 34.25, 1074000
09/07/22, 36.50, 36.50, 35.00, 35.45, 3600
09/06/22, 34.20, 36.50, 34.00, 34.60, 1200
09/05/22, 34.10, 35.00, 33.50, 34.50, 47500
09/02/22, 34.50, 34.50, 34.00, 34.25, 5700
09/01/22, 34.10, 34.50, 34.10, 34.25, 3300
08/31/22, 35.00, 35.00, 34.55, 34.65, 1100
08/30/22, 34.95, 34.95, 34.55, 34.75, 2800
08/29/22, 35.00, 35.00, 34.45, 34.55, 7800
08/26/22, 37.75, 37.75, 30.85, 35.15, 28900
08/25/22, 39.50, 39.50, 38.20, 38.25, 7100
08/24/22, 37.80, 38.50, 37.80, 38.35, 1800
08/23/22, 38.20, 38.50, 38.00, 38.20, 14500
08/22/22, 38.50, 38.50, 38.00, 38.15, 10000
08/19/22, 38.00, 38.50, 37.80, 38.20, 5900
08/18/22, 38.00, 38.50, 38.00, 38.00, 7900
08/17/22, 37.00, 38.00, 37.00, 37.80, 5200
08/16/22, 37.20, 38.00, 37.00, 37.15, 31500
08/15/22, 37.30, 37.50, 37.10, 37.50, 39900
08/12/22, 37.50, 37.50, 37.30, 37.40, 3100
08/11/22, 37.50, 37.50, 37.45, 37.50, 5500
08/10/22, 37.50, 37.50, 37.50, 37.50, 5000
08/08/22, 37.50, 37.50, 37.50, 37.50, 33800
08/05/22, 37.55, 37.55, 37.00, 37.30, 10700
08/04/22, 36.50, 37.50, 36.00, 37.05, 7500
08/03/22, 35.90, 36.00, 35.50, 35.95, 10800
08/02/22, 35.00, 35.50, 35.00, 35.40, 1100
08/01/22, 33.80, 35.00, 33.10, 33.40, 20200
07/29/22, 33.35, 33.35, 33.00, 33.10, 51300
07/28/22, 33.35, 33.35, 33.00, 33.30, 28100
07/27/22, 35.50, 35.50, 33.00, 33.05, 94600
07/26/22, 35.90, 35.90, 33.00, 33.80, 1000
07/25/22, 34.60, 34.60, 33.35, 33.50, 3500
07/22/22, 33.90, 33.90, 33.00, 33.35, 22400
